file,field,description,units,data_type,missing_values
data/processed/p02_l049_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p02_l049_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p02_l049_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p02_l049_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p02_l049_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p02_l049_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p02_l049_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p02_l049_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p02_l049_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p02_l100_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p02_l100_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p03_l010_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p03_l010_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p03_l049_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p03_l049_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p03_l100_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p03_l100_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p03_l200_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p03_l200_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p04_l010_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p04_l010_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p04_l049_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
